eventId,skuId,quantity,warehouseId,productId,happenedAt
0001fdcf-4e70-48b8-9bc4-69abebc1a922,059aaae0c74fb193b95ee947472e8395,1,35000000,bc8514b8-1731-4777-a957-a8aea441e1c7,2022-12-12T12:33:14.097Z
00004af5-cd90-4cbc-9c26-1617ff432236,09b1ec6daad1fe7d04dd1995d3de77d3,1,35000000,86c4df4a-63c1-4113-b563-8a2f4dabc2c6,2022-12-12T12:35:44.340Z
0001ee53-8539-4304-8feb-019273976465,65f8541ef5282288fcbe674e49a6812f,1,35000000,7a09f980-416a-46ea-ae56-61d369755ecc,2023-03-07T15:46:35.067Z
0001fdc0-3355-4afc-b000-09c9b87d3732,705e6bd846b77c51b40974cf184b92b2,1,35000000,543188ca-cc51-4c4e-842c-45f20d987885,2023-03-28T12:14:35.598Z
00014fba-30bd-427f-ad46-01a96e28d8b8,705e6bd846b77c51b40974cf184b92b2,1,35000000,543188ca-cc51-4c4e-842c-45f20d987885,2023-04-11T14:29:00.370Z
00012004-1bdd-4155-8df0-bd1c4c1d74af,9f3de251a5a7b5a43d3a7b30e13418ec,2,35000000,631cb954-0a54-4cc8-81f7-98c7e98d06e1,2023-04-20T09:41:51.689Z
000199ff-778c-4f3c-bbac-6901bb419d10,5179e5abbdfa3307a36e947189529d0c,3,35000000,6f7dad74-0201-4a3d-a675-4e28ef900b6a,2023-04-26T10:07:03.382Z
