eventId,skuId,quantity,inboundOrderId,productId,happenedAt
00005c2a-1c32-4b19-847f-d5af17663e55,c3c392f3c48b7cde88c994d006105199,6,36007894-90f2-430e-9238-aac2b8921f45,5c3f82f1-9757-46c0-8d2c-e53cb00f5817,2023-03-03T18:10:57.840Z
00009a8d-dd77-40fd-bb48-332da7daa59e,1bfb678d925800e6fdcc4231b209114f,1,a819c551-830c-4c05-a886-591127b4f838,dc8e4a57-91a3-4411-8c2c-997851e522ad,2023-04-26T13:57:03.664Z
0000f4e5-c29b-4a45-a970-6db6e2c861fb,73a6e4ffca04c5432c9f16464b0f39c1,1,5d943d6c-940b-4e75-bcf4-441f1406e4c0,fc3571e3-8fd8-4909-aad5-a3124d9c62a4,2023-05-05T08:27:29.378Z
0001ec10-06a6-48c4-8429-b5442d83a061,fffc7358a8de400a0842b921cdfe8c5f,1,50728aeb-2577-4331-b8e4-f01f2dd07223,e6808278-a234-4131-aa9e-0d6d6823f76f,2023-05-26T16:10:30.315Z
